ticket_id,col_index,facility_ja,availability,availability_meaning,facility_zh,facility_cov
jrtokai87,4,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai87,5,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai87,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai87,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai87,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai87,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai87,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai83,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai83,1,新幹線 / ひかり・こだま,×,乗車不可,新幹線 / 光速号/回声号,0.95
jrtokai83,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai83,3,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai83,4,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai83,5,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai83,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai83,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai83,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai83,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai83,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai84,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai84,1,新幹線 / ひかり・こだま,×,乗車不可,新幹線 / 光速号/回声号,0.95
jrtokai84,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai84,3,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai84,4,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai84,5,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai84,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai84,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai84,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai84,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai84,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai85,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai85,1,新幹線 / ひかり・こだま,×,乗車不可,新幹線 / 光速号/回声号,0.95
jrtokai85,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai85,3,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai85,4,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai85,5,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai85,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai85,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai85,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai85,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai85,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai01,0,新幹線,×,乗車不可,新干线,0.9
jrtokai01,1,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai01,2,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai01,3,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai01,4,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai01,5,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrtokai01,6,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai01,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai01,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai01,9,伊勢鉄道,○,乗車可,伊势铁道,0.9
jrtokai03,0,新幹線,×,乗車不可,新干线,0.9
jrtokai03,1,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai03,2,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai03,3,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai03,4,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai03,5,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai03,6,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai03,7,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai03,8,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai03,9,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai08,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai08,1,新幹線 / ひかり・こだま,▲,乗車券のみ有効,新幹線 / 光速号/回声号,0.95
jrtokai08,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai08,3,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai08,4,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai08,5,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai08,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai08,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai08,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai08,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai08,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai09,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai09,1,新幹線 / ひかり・こだま,×,乗車不可,新幹線 / 光速号/回声号,0.95
jrtokai09,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai09,3,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai09,5,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai09,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai09,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai09,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai09,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai09,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai89,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai89,1,新幹線 / ひかり・こだま,×,乗車不可,新幹線 / 光速号/回声号,0.95
jrtokai89,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai89,3,特急・急行 / グリーン,×,乗車不可,特急・急行 / 绿色车厢,0.95
jrtokai89,4,特急・急行 / 普通車指定,×,乗車不可,特急・急行 / 普通车厢指定席席,0.95
jrtokai89,5,特急・急行 / 普通車自由,×,乗車不可,特急・急行 / 普通车厢自由席席,0.95
jrtokai89,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai89,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai89,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai89,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai89,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai88,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai88,1,新幹線 / ひかり・こだま,×,乗車不可,新幹線 / 光速号/回声号,0.95
jrtokai88,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai88,3,特急・急行 / グリーン,×,乗車不可,特急・急行 / 绿色车厢,0.95
jrtokai88,4,特急・急行 / 普通車指定,×,乗車不可,特急・急行 / 普通车厢指定席席,0.95
jrtokai88,5,特急・急行 / 普通車自由,×,乗車不可,特急・急行 / 普通车厢自由席席,0.95
jrtokai88,6,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai88,7,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai88,8,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai88,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai88,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
meitetu01,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効,ミュースカイ・快速特急・特急 / 特別車,0.95
meitetu01,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可,ミュースカイ・快速特急・特急 / 自由席,0.95
meitetu01,2,急行・普通,○,乗車可,急行/普通,0.9
meitetu11,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効,ミュースカイ・快速特急・特急 / 特別車,0.95
meitetu11,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可,ミュースカイ・快速特急・特急 / 自由席,0.95
meitetu11,2,急行・普通,○,乗車可,急行/普通,0.9
meitetu12,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効,ミュースカイ・快速特急・特急 / 特別車,0.95
meitetu12,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可,ミュースカイ・快速特急・特急 / 自由席,0.95
meitetu12,2,急行・普通,○,乗車可,急行/普通,0.9
meitetu101,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効,ミュースカイ・快速特急・特急 / 特別車,0.95
meitetu101,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可,ミュースカイ・快速特急・特急 / 自由席,0.95
meitetu101,2,急行・普通,○,乗車可,急行/普通,0.9
meitetu94,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効,ミュースカイ・快速特急・特急 / 特別車,0.95
meitetu94,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可,ミュースカイ・快速特急・特急 / 自由席,0.95
meitetu94,2,急行・普通,○,乗車可,急行/普通,0.9
meitetu100,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効,ミュースカイ・快速特急・特急 / 特別車,0.95
meitetu100,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可,ミュースカイ・快速特急・特急 / 自由席,0.95
meitetu100,2,急行・普通,○,乗車可,急行/普通,0.9
meitetu95,0,ミュースカイ・快速特急・特急 / 特別車,▲,乗車券のみ有効,ミュースカイ・快速特急・特急 / 特別車,0.95
meitetu95,1,ミュースカイ・快速特急・特急 / 自由,○,乗車可,ミュースカイ・快速特急・特急 / 自由席,0.95
meitetu95,2,急行・普通,○,乗車可,急行/普通,0.9
jreast66,0,新幹線,▲,乗車券のみ有効,新干线,0.9
jreast66,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
jreast66,2,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast66,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast66,4,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast66,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast58,0,新幹線,▲,乗車券のみ有効,新干线,0.9
jreast58,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
jreast58,2,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast58,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast58,4,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast58,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast60,0,新幹線,▲,乗車券のみ有効,新干线,0.9
jreast60,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
jreast60,2,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast60,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast60,4,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast60,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest41,0,新幹線,×,乗車不可,新干线,0.9
jrwest41,1,ＪＲ特急・急行,▲,乗車券のみ有効,JR特快/急行,0.9
jrwest41,2,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest41,3,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest41,4,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest46,0,新幹線,×,乗車不可,新干线,0.9
jrwest46,1,ＪＲ特急・急行,▲,乗車券のみ有効,JR特快/急行,0.9
jrwest46,2,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest46,3,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest46,4,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest40,0,新幹線,×,乗車不可,新干线,0.9
jrwest40,1,ＪＲ特急・急行,▲,乗車券のみ有効,JR特快/急行,0.9
jrwest40,2,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest40,3,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest40,4,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest42,0,新幹線,×,乗車不可,新干线,0.9
jrwest42,1,ＪＲ特急・急行,▲,乗車券のみ有効,JR特快/急行,0.9
jrwest42,2,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest42,3,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest42,4,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest39,0,新幹線,×,乗車不可,新干线,0.9
jrwest39,1,ＪＲ特急・急行,▲,乗車券のみ有効,JR特快/急行,0.9
jrwest39,2,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest39,3,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest39,4,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest44,0,東海道新幹線,－,対象外,东海道新干线,0.9
jrwest44,1,山陽新幹線 / グリーン車,－,対象外,山阳新干线 / 绿色车厢,0.95
jrwest44,2,山陽新幹線 / 普通車指定,－,対象外,山阳新干线 / 普通车厢指定席席,0.95
jrwest44,3,山陽新幹線 / 普通車自由,－,対象外,山阳新干线 / 普通车厢自由席席,0.95
jrwest44,4,北陸新幹線 / グランクラス,×,乗車不可,北陆新干线 / 超高级车厢(Gran Class),0.95
jrwest44,5,北陸新幹線 / グリーン車,▲,乗車券のみ有効,北陆新干线 / 绿色车厢,0.95
jrwest44,6,北陸新幹線 / 普通車指定,△,条件付き利用可,北陆新干线 / 普通车厢指定席席,0.95
jrwest44,7,北陸新幹線 / 普通車自由,○,乗車可,北陆新干线 / 普通车厢自由席席,0.95
jrwest44,8,在来線特急・急行 / 寝台車,－,対象外,在来線特急・急行 / 卧铺车,0.95
jrwest44,9,在来線特急・急行 / グリーン車,－,対象外,在来線特急・急行 / 绿色车厢,0.95
jrwest44,10,在来線特急・急行 / 普通車指定,－,対象外,在来線特急・急行 / 普通车厢指定席席,0.95
jrwest44,11,在来線特急・急行 / 普通車自由,－,対象外,在来線特急・急行 / 普通车厢自由席席,0.95
jrwest44,12,快速・普通 / グリーン車指定,－,対象外,快速・普通 / 绿色车厢指定席席,0.95
jrwest44,13,快速・普通 / グリーン車自由,－,対象外,快速・普通 / 绿色车厢自由席席,0.95
jrwest44,14,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest44,15,快速・普通 / 指定,－,対象外,快速・普通 / 指定席,0.95
jrwest44,16,快速・普通 / 自由,－,対象外,快速・普通 / 自由席,0.95
jrwest45,0,東海道新幹線,－,対象外,东海道新干线,0.9
jrwest45,1,山陽新幹線 / グリーン車,－,対象外,山阳新干线 / 绿色车厢,0.95
jrwest45,2,山陽新幹線 / 普通車指定,－,対象外,山阳新干线 / 普通车厢指定席席,0.95
jrwest45,3,山陽新幹線 / 普通車自由,－,対象外,山阳新干线 / 普通车厢自由席席,0.95
jrwest45,4,北陸新幹線 / グランクラス,×,乗車不可,北陆新干线 / 超高级车厢(Gran Class),0.95
jrwest45,5,北陸新幹線 / グリーン車,▲,乗車券のみ有効,北陆新干线 / 绿色车厢,0.95
jrwest45,6,北陸新幹線 / 普通車指定,△,条件付き利用可,北陆新干线 / 普通车厢指定席席,0.95
jrwest45,7,北陸新幹線 / 普通車自由,○,乗車可,北陆新干线 / 普通车厢自由席席,0.95
jrwest45,8,在来線特急・急行 / 寝台車,－,対象外,在来線特急・急行 / 卧铺车,0.95
jrwest45,9,在来線特急・急行 / グリーン車,－,対象外,在来線特急・急行 / 绿色车厢,0.95
jrwest45,10,在来線特急・急行 / 普通車指定,－,対象外,在来線特急・急行 / 普通车厢指定席席,0.95
jrwest45,11,在来線特急・急行 / 普通車自由,－,対象外,在来線特急・急行 / 普通车厢自由席席,0.95
jrwest45,12,快速・普通 / グリーン車指定,－,対象外,快速・普通 / 绿色车厢指定席席,0.95
jrwest45,13,快速・普通 / グリーン車自由,－,対象外,快速・普通 / 绿色车厢自由席席,0.95
jrwest45,14,快速・普通 / ライナー,－,対象外,快速・普通 / 快车(Liner),0.95
jrwest45,15,快速・普通 / 指定,－,対象外,快速・普通 / 指定席,0.95
jrwest45,16,快速・普通 / 自由,－,対象外,快速・普通 / 自由席,0.95
jrwest154,0,東海道新幹線,×,乗車不可,东海道新干线,0.9
jrwest154,1,山陽新幹線 / グリーン車,×,乗車不可,山阳新干线 / 绿色车厢,0.95
jrwest154,2,山陽新幹線 / 普通車指定,×,乗車不可,山阳新干线 / 普通车厢指定席席,0.95
jrwest154,3,山陽新幹線 / 普通車自由,×,乗車不可,山阳新干线 / 普通车厢自由席席,0.95
jrwest154,4,北陸新幹線 / グランクラス,×,乗車不可,北陆新干线 / 超高级车厢(Gran Class),0.95
jrwest154,5,北陸新幹線 / グリーン車,×,乗車不可,北陆新干线 / 绿色车厢,0.95
jrwest154,6,北陸新幹線 / 普通車指定,×,乗車不可,北陆新干线 / 普通车厢指定席席,0.95
jrwest154,7,北陸新幹線 / 普通車自由,×,乗車不可,北陆新干线 / 普通车厢自由席席,0.95
jrwest154,8,在来線特急・急行 *1 / 寝台車,×,乗車不可,在来線特急・急行 *1 / 卧铺车,0.95
jrwest154,9,在来線特急・急行 *1 / グリーン車,▲,乗車券のみ有効,在来線特急・急行 *1 / 绿色车厢,0.95
jrwest154,10,在来線特急・急行 *1 / 普通車指定,▲,乗車券のみ有効,在来線特急・急行 *1 / 普通车厢指定席席,0.95
jrwest154,11,在来線特急・急行 *1 / 普通車自由,▲,乗車券のみ有効,在来線特急・急行 *1 / 普通车厢自由席席,0.95
jrwest154,12,在来線特急・急行 *1 / 立席,▲,乗車券のみ有効,在来線特急・急行 *1 / 站位,0.95
jrwest154,13,快速・普通 / グリーン車指定,×,乗車不可,快速・普通 / 绿色车厢指定席席,0.95
jrwest154,14,快速・普通 / グリーン車自由,×,乗車不可,快速・普通 / 绿色车厢自由席席,0.95
jrwest154,15,快速・普通 / ライナー,×,乗車不可,快速・普通 / 快车(Liner),0.95
jrwest154,16,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest154,17,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest159,0,新幹線,×,乗車不可,新干线,0.9
jrwest159,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest159,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest159,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest159,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest159,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest159,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest159,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest159,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest159,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest161,0,新幹線,×,乗車不可,新干线,0.9
jrwest161,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest161,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest161,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest161,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest161,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest161,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest161,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest161,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest161,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest202,0,新幹線,×,乗車不可,新干线,0.9
jrwest202,1,在来線特急・急行 / サンライズ,×,乗車不可,在来線特急・急行 / 日出号,0.95
jrwest202,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可,在来線特急・急行 / WEST EXPRESS银河号,0.95
jrwest202,3,在来線特急・急行 / はなあかり,×,乗車不可,在来線特急・急行 / 华灯号,0.95
jrwest202,4,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest202,5,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest202,6,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest202,7,快速・普通 / Ａシート,▲,乗車券のみ有効,快速・普通 / Aシート,0.95
jrwest202,8,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest202,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest202,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest202,11,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest202,12,京阪電車 / ライナー,▲,乗車券のみ有効,京阪电车票 / 快车(Liner),0.95
jrwest202,13,京阪電車 / プレミアム,▲,乗車券のみ有効,京阪电车票 / プレミアム,0.95
jrwest202,14,京阪電車 / 普通,○,乗車可,京阪电车票 / 普通,0.95
jrwest201,0,新幹線,×,乗車不可,新干线,0.9
jrwest201,1,在来線特急・急行 / サンライズ,×,乗車不可,在来線特急・急行 / 日出号,0.95
jrwest201,2,在来線特急・急行 / WEST EXPRESS 銀河,×,乗車不可,在来線特急・急行 / WEST EXPRESS银河号,0.95
jrwest201,3,在来線特急・急行 / はなあかり,×,乗車不可,在来線特急・急行 / 华灯号,0.95
jrwest201,4,在来線特急・急行 / グリーン,×,乗車不可,在来線特急・急行 / 绿色车厢,0.95
jrwest201,5,在来線特急・急行 / 指定,×,乗車不可,在来線特急・急行 / 指定席,0.95
jrwest201,6,在来線特急・急行 / 自由,×,乗車不可,在来線特急・急行 / 自由席,0.95
jrwest201,7,快速・普通 / Ａシート,▲,乗車券のみ有効,快速・普通 / Aシート,0.95
jrwest201,8,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest201,9,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest201,10,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest201,11,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest201,12,京阪電車 / ライナー,▲,乗車券のみ有効,京阪电车票 / 快车(Liner),0.95
jrwest201,13,京阪電車 / プレミアム,▲,乗車券のみ有効,京阪电车票 / プレミアム,0.95
jrwest201,14,京阪電車 / 普通,○,乗車可,京阪电车票 / 普通,0.95
jrwest151,0,新幹線,×,乗車不可,新干线,0.9
jrwest151,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
jrwest151,2,在来線特急・急行 / グリーン,▲,乗車券のみ有効,在来線特急・急行 / 绿色车厢,0.95
jrwest151,3,在来線特急・急行 / 指定,▲,乗車券のみ有効,在来線特急・急行 / 指定席,0.95
jrwest151,4,在来線特急・急行 / 自由,▲,乗車券のみ有効,在来線特急・急行 / 自由席,0.95
jrwest151,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrwest151,6,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jrwest151,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrwest151,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrwest151,9,宮島フェリー,－,対象外,宫岛渡轮,0.9
jrwest160,0,新幹線,×,乗車不可,新干线,0.9
jrwest160,1,在来線特急・急行 / サンライズ出雲,×,乗車不可,在来線特急・急行 / 日出出云号,0.95
