ticket_id,ticket_name_ja,ticket_name_zh,name_cov,restriction_cov,operator_conf,flag_name,flag_restriction
hapilinefukui01,ハピラインふくい１日フリーきっぷ,ハピラインふくい1日免费乘车通票,0.5,1.0,0.5,True,False
etizen03,えちぜん鉄道１日フリーきっぷ(恐竜博物館セット券),えちぜん鉄道1日免费乘车通票(恐竜博物館套装券),0.833,0.966,0.9,True,False
etizen04,あわら温泉宿泊フリーきっぷ,あわら温泉宿泊免费乘车通票,0.769,0.728,0.9,True,False
fukui_maas01,ふくふくきっぷ,ふくふく车票,0.333,1.0,0.9,True,False
etizen01,一日フリーきっぷ,一日免费乘车通票,1.0,0.792,0.9,False,False
etizenfukui01,福井鐵道・えちぜん鉄道共通１日フリーきっぷ,福井鐵道・えちぜん鉄道通用1日免费乘车通票,0.81,0.76,0.9,True,False
etizen91,カイリュー１日フリーきっぷ,カイリュー1日免费乘车通票,0.692,0.333,0.9,True,True
fukutetu73,福福茶屋食事券付１日フリー乗車券,福福茶屋食事券付1日免费乘车券,1.0,0.682,0.9,False,False
etizenfukui02,恐竜博物館交通フリー乗車券,恐竜博物館交通免费乘车券,1.0,0.764,0.9,False,False
fukutetu01,土・日・祝日１日フリー乗車券,土・日・祝日1日免费乘车券,1.0,1.0,0.9,False,False
fukutetu05,電車・バス休日フリーきっぷ,電車・巴士假日免费乘车通票,1.0,1.0,0.9,False,False
fukutetu77,ご家族フリーきっぷ,ご家族免费乘车通票,0.889,1.0,0.9,False,False
fukutetu04,プレミア1日フリー乗車券,プレミア1日免费乘车券,0.636,0.655,0.9,True,False
fukutetu90,888 1日フリー乗車券,888 1日免费乘车券,1.0,1.0,0.9,False,False
fukutetu92,合格祈願１日フリーきっぷ,合格祈願1日免费乘车通票,1.0,1.0,0.9,False,False
fukutetu74,サンドームふくいコンサートフリーきっぷ,サンドームふくいコンサート免费乘车通票,0.421,1.0,0.9,True,False
fukutetu75,ハーモニーホールふくい公演フリーきっぷ,ハーモニーホールふくい公演免费乘车通票,0.579,1.0,0.9,True,False
fukutetu76,ふくいまちなかイベントフリーきっぷ,ふくいまちなか活动免费乘车通票,0.533,1.0,0.9,True,False
fukutetu78,西山公園イベントフリーきっぷ,西山公園活动免费乘车通票,1.0,1.0,0.9,False,False
jrwest154,ONE KANSAI 奈良デジタル周遊フリーパス,ONE KANSAI 奈良电子周游免费乘车通票,1.0,0.717,1.0,False,False
osaka_maas_01,ONE KANSAI 大阪スマートアクセスパス,ONE KANSAI 大阪スマートアクセス通票,0.696,1.0,1.0,True,False
jrwest159,ONE KANSAI 京都満喫3wayパス,ONE KANSAI 京都満喫3way通票,1.0,1.0,1.0,False,False
jrwest161,ONE KANSAI 和歌山2wayパス,ONE KANSAI 和歌山2way通票,1.0,1.0,1.0,False,False
jrwest202,JR西日本QR2dayパス,JR西日本QR2day通票,1.0,0.333,1.0,False,True
jrwest201,ひらパーGo！Go！チケット【JR西日本版】,平日通票Go!Go!票【JR西日本版】,1.0,1.0,1.0,False,False
nankai101,堺おでかけフリーパス,堺出行免费乘车通票,1.0,1.0,1.0,False,False
jrwest151,城崎温泉・天橋立周遊パス,城崎温泉・天橋立周游通票,1.0,0.591,1.0,False,True
jrwest160,京阪・JR西日本 神戸須磨シーワールド1dayパス,京阪・JR西日本 神户須磨シーワールド1day通票,0.84,1.0,1.0,True,False
jrwest162,「全国都市緑化フェアin京都丹波」応援1DAYパス,「全国都市緑化フェアin京都丹波」应援1DAY通票,0.88,1.0,1.0,False,False
jrwest204,tabiwa関西エリアQR1dayパス,tabiwa関西区域QR1day通票,1.0,0.333,1.0,False,True
jrwest152,JR西日本リアル謎解きゲーム 城之内レイコの大阪なぞガイド,JR西日本真实謎解游戏 城之内レイコの大阪なぞガイド,0.654,1.0,1.0,True,False
jrwest156,JR西日本×京都丹後鉄道 北近畿おでかけパス,JR西日本×京都丹後鉄道 北近畿出行通票,1.0,1.0,1.0,False,False
jrwest203,秋の京都丹波お出かけきっぷ,秋の京都丹波出行车票,0.9,0.333,1.0,False,True
hankyu102,阪急・ＪＲ西日本 京都2wayパス,阪急・JR西日本 京都2way通票,1.0,1.0,1.0,False,False
jrwest158,京都 京阪・JR西日本 QRパス,京都 京阪・JR西日本 QR通票,1.0,1.0,1.0,False,False
jrwest157,阪神・JR西日本 おでかけ1dayパス,阪神・JR西日本 出行1day通票,1.0,1.0,1.0,False,False
jrwest153,ひょうごアクセス2dayパス,ひょうごアクセス2day通票,0.429,1.0,1.0,True,False
jrwest155,ぶらり加古川線tabiwa 1Dayパス,闲逛加古川線tabiwa 1Day通票,1.0,1.0,1.0,False,False
jrwest205,ONE KANSAI 伊勢志摩デジタル周遊フリーパス,ONE KANSAI 伊势志摩电子周游免费乘车通票,1.0,0.333,1.0,False,True
iga01,伊賀鉄道一日フリー乗車券,伊賀鉄道一日免费乘车券,1.0,1.0,0.9,False,False
iga96,１日フリー乗車券(伊賀鉄道全線),1日免费乘车券(伊賀鉄道全线),1.0,1.0,0.9,False,False
iga97,デジタル割引一日フリー乗車券,电子优惠一日免费乘车券,1.0,1.0,0.9,False,False
iga41,【手裏剣体験＆ほうじ茶サービス付き】伊賀鉄道一日フリー乗車券,【手裏剣体験&ほうじ茶サービス付き】伊賀鉄道一日免费乘车券,0.759,1.0,0.9,True,False
iga42,【忍者ラテアートサービス付き】伊賀鉄道一日フリー乗車券,【忍者ラテアートサービス付き】伊賀鉄道一日免费乘车券,0.692,1.0,0.9,True,False
iga43,【花咲かりん1.000円以上お買上げ特典付き】伊賀鉄道一日フリー乗車券,【花咲かりん1.000円以上お買上げ特典付き】伊賀鉄道一日免费乘车券,0.824,1.0,0.9,True,False
iga44,【電車型マグネット付き】伊賀鉄道一日フリー乗車券,【電車型マグネット付き】伊賀鉄道一日免费乘车券,0.739,1.0,0.9,True,False
iga45,【伊賀酒試飲コイン付き】伊賀鉄道一日フリー乗車券,【伊賀酒試飲コイン付き】伊賀鉄道一日免费乘车券,0.826,0.851,0.9,True,False
iga49,【★伊賀流忍者博物館★入場券付き】伊賀鉄道一日フリー乗車券,【★伊賀流忍者博物館★入场券付き】伊賀鉄道一日免费乘车券,0.964,1.0,0.9,False,False
iga95,★ワンコイン★１日フリー乗車券,★一枚硬币价★1日免费乘车券,1.0,1.0,0.9,False,False
omi11,１デイ・スマイルチケット,1日・微笑票,1.0,0.938,0.9,False,False
omi95,お〜み満喫パス,お〜み満喫通票,0.714,1.0,0.9,True,False
biwakokeihanna,びわこ京阪奈線フリーキップ,びわこ京阪奈線免费车票,0.727,1.0,0.9,True,False
omi90,ワンコインスマイルきっぷ,一枚硬币价微笑车票,1.0,1.0,0.9,False,False
omi85,八日市線ワンコインきっぷ,八日市線一枚硬币价车票,1.0,1.0,0.9,False,False
omi81,びわこジャズ東近江コラボ １デイ・スマイルチケット,びわこジャズ東近江联名 1日・微笑票,0.667,1.0,0.9,True,False
omi82,ガチャコンまつり500円フリーきっぷ,ガチャコン祭典500円免费乘车通票,0.706,1.0,0.9,True,False
omi86,ガチャフェス乗車券,ガチャフェス乘车券,0.333,1.0,0.9,True,False
omi87,ハッピーライドパス,快乐ライド通票,0.571,0.7,0.9,True,False
omi88,1DAYエンジョイパス,1DAY享受通票,1.0,1.0,0.9,False,False
omi96,春休みこども10円1デイパス,春休み儿童10円1日通票,0.917,1.0,0.9,False,False
omi92,夏休みこども10円1デイパス,夏休み儿童10円1日通票,0.917,1.0,0.9,False,False
omi12,１デイ・スマイルチケット【年末年始特別発売】,1日・微笑票【年末年始特別発売】,1.0,1.0,0.9,False,False
shigaraki11,信楽高原鐵道フリー乗車券,信楽高原鐵道免费乘车券,1.0,1.0,0.5,False,False
shigaraki12,ＳＫＲコミバス共通フリー乗車券,SKRコミ巴士通用免费乘车券,0.857,1.0,0.5,False,False
shigaraki94,たぬきっぷ,たぬ车票,0.5,1.0,0.5,True,False
kyoto12,地下鉄・バス一日券,地铁・巴士一日券,1.0,1.0,1.0,False,False
kyoto11,地下鉄一日券,地铁一日券,1.0,1.0,1.0,False,False
naraikaruga,奈良・斑鳩1dayチケット,奈良・斑鳩1day票,1.0,0.737,1.0,False,False
kyotoaraden,京都地下鉄・嵐電1dayチケット,京都地铁・嵐電1day票,1.0,1.0,1.0,False,False
eiden51,地下鉄＆えいでん 鞍馬・貴船日帰りきっぷ,地铁&えいでん 鞍馬・貴船日帰り车票,0.722,1.0,1.0,True,False
kyoto81,ポストカード型地下鉄1日券,ポスト卡型地铁1日券,0.7,1.0,1.0,True,False
kyoto82,ナゾトキ街歩きゲーム『京都謎解き列車旅』地下鉄1日券,解谜トキ街歩游戏『京都謎解き列車旅游』地铁1日券,0.875,1.0,1.0,False,False
eiden01,えぇきっぷ,えぇ车票,0.5,1.0,0.9,True,False
eiden91,京都洛北・森と水のきっぷ,京都洛北・森と水の车票,0.818,1.0,0.9,True,False
eiden95,比叡山日帰りきっぷ,比叡山日帰り车票,0.875,1.0,0.9,False,False
eiden97,比叡山フリーパス,比叡山免费乘车通票,1.0,0.944,0.9,False,False
eiden81,京都一乗寺らーめん切符,京都一乗寺らーめん车票,0.727,1.0,0.9,True,False
eiden83,えいでんと、温泉きっぷ,えいでんと、温泉车票,0.5,1.0,0.9,True,False
eiden104,京都八瀬にゃんにゃんきっぷ,京都八瀬にゃんにゃん车票,0.5,1.0,0.9,True,False
randen01,嵐電1日フリーきっぷ,嵐電1日免费乘车通票,1.0,1.0,0.9,False,False
randen02,癒しの嵐電１日フリーきっぷ,癒しの嵐電1日免费乘车通票,0.846,1.0,0.9,True,False
hankyu04,京都・嵐山1dayパス,京都・岚山1day通票,1.0,1.0,0.9,False,False
randen04,嵐山・高雄ぐるっとパス,岚山・高雄环绕通票,1.0,1.0,0.9,False,False
tantetsu70,海の京都 天橋立・伊根フリーパス,海の京都 天橋立・伊根免费乘车通票,0.941,0.571,0.9,False,True
tantetsu11,京都丹後鉄道ワンデーパス,京都丹後鉄道一日通票,1.0,0.931,0.9,False,False
tantetsu61,幸福パス,幸福通票,1.0,0.675,0.9,False,False
tantetsu02,家族お出かけきっぷ,家族出行车票,1.0,0.74,0.9,False,False
tankai11,丹後天橋立伊根フリー,丹後天橋立伊根免费,1.0,1.0,0.5,False,False
surukan07,神戸街めぐり1dayクーポン,神户街巡游1day优惠券,1.0,1.0,1.0,False,False
koyasan,高野山おでかけきっぷ,高野山出行车票,1.0,0.657,1.0,False,False
kintetu75,きんてつ きっずぱす,きんてつ きっずぱす,0.1,0.867,1.0,True,False
surukan10,大阪周遊パス,大阪周游通票,1.0,0.542,1.0,False,True
osakamono87,大阪周遊パス(大阪伊丹空港版),大阪周游通票(大阪伊丹空港版),1.0,0.542,1.0,False,True
kintetu67,近鉄電車ナゾだらけの列車旅(大阪線編)オリジナルデザイン1日乗車券,近铁電車解谜だらけの列車旅游(大阪線編)原创デザイン1日乘车券,0.742,0.867,1.0,True,False
kintetu93,近鉄新春おでかけきっぷ,近铁新春出行车票,1.0,0.55,1.0,False,True
kintetu97,新春おでかけ京阪奈1dayパス,新春出行京阪奈1day通票,1.0,0.879,1.0,False,False
kintetu98,阪神・近鉄初詣1dayチケット,阪神・近铁初詣1day票,1.0,1.0,1.0,False,False
keihan05,京阪電車 大阪・京都1日乗車券,京阪電車 大阪・京都1日乘车券,1.0,1.0,1.0,False,False
keihan06,京阪電車 京都1日乗車券,京阪電車 京都1日乘车券,1.0,1.0,1.0,False,False
keihan83,叡山電車・京阪電車1日乗車券,叡山電車・京阪電車1日乘车券,1.0,1.0,1.0,False,False
keihan04,京阪電車 大津線 湖都古都1日乗車券,京阪電車 大津線 湖都古都1日乘车券,1.0,1.0,1.0,False,False
keihan02,ひらパーGo!Go!チケット,平日通票Go!Go!票,1.0,1.0,1.0,False,False
keihan15,チームラボ バイオヴォルテックス 京都＋京阪電車 KYOTO-OSAKA SIGHTSEEING PASS 1day,チームラボ バイオヴォルテックス 京都+京阪電車 KYOTO-OSAKA SIGHTSEEING PASS 1day,0.759,0.694,1.0,True,False
keihan68,京都洛北 大原・鞍馬・貴船まるごと1日きっぷ,京都洛北 大原・鞍馬・貴船全域1日车票,1.0,1.0,1.0,False,False
keihan11,京阪・Osaka Metro1日フリーチケット,京阪・Osaka Metro1日免费票,1.0,1.0,1.0,False,False
keihan99,比叡山・大津線きっぷ,比叡山・大津線车票,1.0,0.625,1.0,False,False
keihan14,京阪電車「免許自主返納」応援！大津線 湖都古都1日乗車券,京阪電車「免許自主返納」应援!大津線 湖都古都1日乘车券,1.0,0.768,1.0,False,False
keihan90,京阪電車ナゾ巡り1日乗車券,京阪電車解谜巡り1日乘车券,0.923,1.0,1.0,False,False
keihan86,「京阪電車×響け！ユーフォニアム2026」大津線フリーチケット,「京阪電車×響け!ユーフォニアム2026」大津線免费票,0.741,1.0,1.0,True,False
keihan88,「京阪電車×響け！ユーフォニアム2026」京阪線フリーチケット,「京阪電車×響け!ユーフォニアム2026」京阪線免费票,0.741,1.0,1.0,True,False
keihan104,フェルメール《真珠の耳飾りの少女》展 記念乗車券,フェルメール《真珠の耳飾りの少女》展 記念乘车券,0.667,1.0,1.0,True,False
keihan105,京阪電車ナゾ巡り大津線編1日乗車券,京阪電車解谜巡り大津線編1日乘车券,0.941,0.375,1.0,False,True
keihan102,京阪電車 冬のおでかけ応援きっぷ,京阪電車 冬の出行应援车票,0.923,1.0,1.0,False,False
keihan89,京阪電車「敬老の日」びわ湖チケット,京阪電車「敬老の日」琵琶湖票,0.929,0.789,1.0,False,False
keihan91,年末年始フリーデジタル２dayチケット,年末年始免费电子2day票,1.0,1.0,1.0,False,False
keihan92,京阪電車 年末年始大津線フリーチケット・坂本ケーブルチケット,京阪電車 年末年始大津線免费票・坂本ケーブル票,0.87,1.0,1.0,False,False
hankyuhanshin0,阪急阪神1dayパス,阪急阪神1day通票,1.0,1.0,1.0,False,False
hankyu89,阪急1dayパス,阪急1day通票,1.0,1.0,1.0,False,False
kitakyumonorailkyoto,北急・モノレール京都おでかけきっぷ,北急・单轨电车京都出行车票,1.0,1.0,1.0,False,False
arima_rokko,有馬・六甲周遊1dayパス,有马・六甲周游1day通票,1.0,1.0,1.0,False,False
arima_rokko02,有馬・六甲周遊2dayパス,有马・六甲周游2day通票,1.0,1.0,1.0,False,False
taikonoyu,有馬温泉 太閤の湯クーポン,有马温泉 太閤の湯优惠券,0.917,0.976,1.0,False,False
hankyu101,阪急－神戸高速線 神戸市内 土休日フリーきっぷ,阪急-神户高速線 神户市内 周六日免费乘车通票,1.0,1.0,1.0,False,False
hankyu105,王子動物園×阪急神戸線1dayパス,王子動物園×阪急神户線1day通票,1.0,1.0,1.0,False,False
hankyu103,リアル謎解きゲーム ナゾときっぷ(阪急編),真实謎解游戏 解谜车票(阪急編),1.0,1.0,1.0,False,False
hankyu94,阪急阪神ニューイヤーチケット,阪急阪神ニューイヤー票,0.636,1.0,1.0,True,False
hankyu93,ぐるっと初詣パス,环绕初詣通票,1.0,1.0,1.0,False,False
nose73,のせでん1dayパス,のせでん1day通票,0.6,1.0,0.9,True,False
nose74,のせでん1dayパス 茜音・藍彩 1 周年記念 ver.,のせでん1day通票 茜音・藍彩 1 周年記念 ver.,0.857,0.846,0.9,False,False
hansinsanyo,阪神・山陽シーサイドQR 1dayチケット,阪神・山阳シーサイドQR 1day票,0.778,1.0,1.0,True,False
sanyo12,阪神・明石市内QR 1dayチケット,阪神・明石市内QR 1day票,1.0,1.0,1.0,False,False
sanyo11,三宮・明石市内QR 1dayチケット,三宫・明石市内QR 1day票,1.0,1.0,1.0,False,False
sanhime,三宮・姫路QR 1dayチケット,三宫・姬路QR 1day票,1.0,1.0,1.0,False,False
sanyo95,神戸マラソン1dayチケット,神户马拉松1day票,1.0,1.0,1.0,False,False
hanshin93,リアル謎解きゲーム ナゾときっぷ(阪神編),真实謎解游戏 解谜车票(阪神編),1.0,1.0,1.0,False,False
kobe11,神戸周遊パス,神户周游通票,1.0,1.0,1.0,False,False
hanshin72,ポートライナー・阪神24時間パス,ポートライナー・阪神24小时通票,0.688,1.0,1.0,True,False
sanyo91,山陽・高速 新春全線1dayパス,山阳・高速 新春全线1day通票,1.0,1.0,1.0,False,False
osaka03,エンジョイエコカード,享受环保卡,1.0,0.7,1.0,False,False
osaka04,Osaka Metro・大阪シティバス1日乗車券,Osaka Metro・大阪シティ巴士1日乘车券,0.875,0.7,1.0,False,False
osakametoro92,1日乗車券シニア,1日乘车券银发,1.0,0.63,1.0,False,False
osakametoro94,Osaka Metro 26時間券,Osaka Metro 26時間券,1.0,0.385,1.0,False,True
osakametoro95,Osaka Metro 48時間券,Osaka Metro 48時間券,1.0,0.385,1.0,False,True
osakametoro96,Osaka Metro ＆ 北大阪急行1日乗車券,Osaka Metro & 北大阪急行1日乘车券,1.0,0.385,1.0,False,True
osakametoro51,ひらパーGo!Go!チケット(Osaka Metro版),平日通票Go!Go!票(Osaka Metro版),1.0,0.385,1.0,False,True
osakametoro98,「2つの世界と2匹の物語」１日乗車券,「2つの世界と2匹の物語」1日乘车券,0.778,0.385,1.0,True,True
osakametoro83,映画『8番出口』Osaka Metro 脱出ゲーム謎解きキット1日乗車券,映画『8番出口』Osaka Metro 脱出ゲーム謎解きキット1日乘车券,0.833,0.409,1.0,True,True
osakametoro99,大阪マラソン2day pass,大阪马拉松2day pass,1.0,0.3,1.0,False,True
kitakyu91,リアル謎解きゲーム ナゾときっぷ(北急編),真实謎解游戏 解谜车票(北急編),1.0,1.0,0.9,False,False
kitakyu92,ひらパーGo!Go!チケット(北大阪急行版),平日通票Go!Go!票(北大阪急行版),1.0,1.0,0.9,False,False
osakamono96,休日満喫1dayモバイルチケット,假日満喫1dayモバイル票,0.692,1.0,0.9,True,False
osakamono97,オフピークモバイルチケット,オフピークモバイル票,0.2,1.0,0.9,True,False
osakamono90,ニフレル エンジョイパス,ニフレル 享受通票,0.556,1.0,0.9,True,False
osakamono98,お得に万博記念公園エンジョイパス,优惠に万博記念公園享受通票,0.923,1.0,0.9,False,False
osakamono52,ひらパーGo!Go!チケット(大阪モノレール版),平日通票Go!Go!票(大阪单轨电车版),1.0,1.0,0.9,False,False
nankai102,NANKAI 1DAY PASS,NANKAI 1DAY PASS,1.0,0.609,1.0,False,False
nankai104,南海×通天閣きっぷ,南海×通天閣车票,1.0,0.609,1.0,False,False
nankai100,南海うみまち39きっぷ,南海うみまち39车票,0.6,1.0,1.0,True,False
nankai99,南海旅なぞ TRAIN2026 〜謎解きは旅の途中で〜１日フリー乗車券,南海旅游なぞ TRAIN2026 〜謎解きは旅游の途中で〜1日免费乘车券,0.833,0.729,1.0,True,False
nankai105,南海電鉄140周年×｢INI｣ WINTER SINGLE記念乗車券,南海電鉄140周年×「INI」 WINTER SINGLE記念乘车券,1.0,0.609,1.0,False,False
nankai106,YOASOBI×めでたいでんしゃ加太線1dayきっぷ,YOASOBI×めでたいでんしゃ加太線1day车票,0.68,0.933,1.0,True,False
nankai92,敬老の日1dayチケット,敬老の日1day票,0.889,0.859,1.0,False,False
nankai91,南海・泉北 新春乗り放題きっぷ(2DAY),南海・泉北 新春无限乘坐车票(2DAY),1.0,0.933,1.0,False,False
hankai02,TAKE TAKEきっぷ(１日乗車券),TAKE TAKE车票(1日乘车券),1.0,1.0,0.5,False,False
hankai03,トリップチケット,トリップ票,0.2,1.0,0.5,True,False
sakai04,堺おもてなしチケット「阪堺拡大版」,堺おもてなし票「阪堺拡大版」,0.643,1.0,0.5,True,False
sakai03,堺おもてなしチケット「南海バス拡大版」,堺おもてなし票「南海巴士拡大版」,0.688,1.0,0.5,True,False
mizuma01,鉄道１日フリー乗車券,鉄道1日免费乘车券,1.0,1.0,0.9,False,False
mizuma03,昼間割引フリー乗車券,昼間优惠免费乘车券,1.0,0.931,0.9,False,False
mizuma93,仮面ライダーガヴ・ゴジュウジャー コラボ 鉄道１日フリー乗車券,仮面ライダーガヴ・ゴジュウジャー 联名 鉄道1日免费乘车券,0.621,1.0,0.9,True,False
wakayama01,貴志川線１日乗車券,貴志川線1日乘车券,1.0,1.0,0.5,False,False
wakayama94,和歌山電鐵貴志川線 1日乗車券(招き猫みくじ付き),和歌山電鐵貴志川線 1日乘车券(招き猫みくじ付き),0.8,1.0,0.5,True,False
kobe01,共通１日乗車券,通用1日乘车券,1.0,1.0,0.5,False,False
kobe02,ポートライナー専用１日乗車券,ポートライナー专用1日乘车券,0.643,1.0,0.5,True,False
kobe03,六甲ライナー専用１日乗車券,六甲ライナー专用1日乘车券,0.769,1.0,0.5,True,False
kobecity04,神戸市営地下鉄QR１日乗車券,神户市営地铁QR1日乘车券,1.0,1.0,1.0,False,False
kobecity02,地下鉄１日乗車券,地铁1日乘车券,1.0,1.0,1.0,False,False
kobecity01,市バス・地下鉄共通１日乗車券,市巴士・地铁通用1日乘车券,1.0,1.0,1.0,False,False
kobecity83,兵庫津ミュージアム観覧券付き海岸線1日乗車券,兵庫津ミュージアム観覧券付き海岸線1日乘车券,0.727,0.571,1.0,True,True
kobecity84,海岸線中学生以下フリーパス,海岸線中学生以下免费乘车通票,1.0,0.541,1.0,False,True
shintetu94,おもてなしきっぷ,おもてなし车票,0.286,1.0,1.0,True,False
sanyo98,神戸西須磨パークスQR 1dayチケット,神户西須磨パークスQR 1day票,0.824,1.0,1.0,True,False
shintetu81,日曜限定 おでかけ4dayきっぷ,日曜限定 出行4day车票,1.0,1.0,0.9,False,False
kobecity92,おでかけ乗車券,出行乘车券,1.0,1.0,0.9,False,False
shintetu92,小野まつり1dayチケット,小野祭典1day票,1.0,1.0,0.9,False,False
shintetu93,三木金物まつり1dayチケット,三木金物祭典1day票,1.0,1.0,0.9,False,False
shintetu82,神鉄・高速全線ゴールデンウィーク1dayパス,神鉄・高速全线黄金周1day通票,1.0,1.0,0.9,False,False
shintetu91,神鉄・高速全線 年末・年始１dayパス,神鉄・高速全线 年末・年始1day通票,1.0,1.0,0.9,False,False
sanhime5,三宮・姫路5dayチケット,三宫・姬路5day票,1.0,1.0,0.9,False,False
sanyo97,なぞときさんぽ旅 1dayチケット,なぞときさんぽ旅游 1day票,0.533,1.0,0.9,True,False
sanyo99,山陽 鉄道フェスティバル2025 親子QR1dayチケット,山阳 鉄道フェスティバル2025 親子QR1day票,0.731,1.0,0.9,True,False
sanyo90,山陽電車初詣・初売4dayパス,山阳電車初詣・初売4day通票,1.0,1.0,0.9,False,False
hojo01,１日フリーきっぷ,1日免费乘车通票,1.0,1.0,0.9,False,False
jrwest79,岡山・香川ワイドパス,冈山・香川广域通票,1.0,1.0,1.0,False,False
jrwest66,岡山ワイドパス,冈山广域通票,1.0,1.0,1.0,False,False
jrwest49,せとうちパス,せとうち通票,0.333,1.0,1.0,True,False
jrwest68,岡山・倉敷tabiwaぐるりんパス,冈山・仓敷tabiwa环绕通票,1.0,1.0,1.0,False,False
jrwest166,井原・岡山周遊パス,井原・冈山周游通票,1.0,1.0,1.0,False,False
jrwest61,広島ワイドパス,广岛广域通票,1.0,1.0,1.0,False,False
jrwest62,宮島・瀬戸内tabiwaぐるりんパス,宫岛・濑户内tabiwa环绕通票,1.0,1.0,1.0,False,False
jrwest301,広島・松山周遊パス,广岛・松山周游通票,1.0,0.664,1.0,False,False
jrwest69,山口セントラルパス,山口セントラル通票,0.444,1.0,1.0,True,False
jrwest58,下関・長門tabiwaぐるりんパス,下关・長門tabiwa环绕通票,1.0,1.0,1.0,False,False
jrwest85,山陰のんびりパス,山陰悠闲通票,1.0,1.0,1.0,False,False
jrwest132,鳥取のんびりパス,鸟取悠闲通票,1.0,1.0,1.0,False,False
jrwest133,松江・出雲tabiwaぐるりんパス,松江・出云tabiwa环绕通票,1.0,1.0,1.0,False,False
jrwest148,tabiwa 津山因美パス,tabiwa 津山因美通票,1.0,1.0,1.0,False,False
jrwest165,宮島満喫パス,宫岛満喫通票,1.0,1.0,1.0,False,False
jrwest140,tabiwa呉海自カレーきっぷ,tabiwa吴海自カレー车票,0.857,0.769,1.0,False,False
jrwest57,バス＆レール どっちも乗り放題パス２デイ,巴士&轨道 どっちも无限乘坐通票2日,0.778,0.769,1.0,True,False
jrwest130,宇部周遊1dayパス,宇部周游1day通票,1.0,0.826,1.0,False,False
tizukyu11,智頭線普通列車１日乗車券,智頭線普通列車1日乘车券,1.0,0.857,1.0,False,False
wakasa01,１日フリー乗車券,1日免费乘车券,1.0,1.0,1.0,False,False
wakasa03,鳥取藩乗放題手形,鸟取藩乗放題手形,1.0,1.0,1.0,False,False
wakasa02,親子きっぷ,親子车票,1.0,1.0,1.0,False,False
itibata01,一畑電車フリー乗車券,一畑電車免费乘车券,1.0,1.0,1.0,False,False
itibata02,一畑電車シルバーきっぷ,一畑電車シルバー车票,0.7,0.889,1.0,True,False
itibata04,フォーゲル＆フリーチケット,フォーゲル&免费票,0.556,1.0,1.0,True,False
itibata05,古代出雲歴博入場券＆フリーチケット,古代出云歴博入场券&免费票,1.0,1.0,1.0,False,False
itibata06,松江・出雲 旅PASS 2Days,松江・出云 旅游PASS 2Days,1.0,0.677,1.0,False,False
itibata92,特別１日フリー乗車券,特別1日免费乘车券,1.0,1.0,1.0,False,False
okaden02,路面電車１日乗車券,路面电车1日乘车券,1.0,1.0,1.0,False,False
okaden97,路面電車＋岡電バス(一部区間)１日乗車券,路面电车+岡電巴士(一部区間)1日乘车券,1.0,1.0,1.0,False,False
okaden98,令和８年初参り 路面電車一日乗車券付き「紙絵馬」引換券,令和8年初参り 路面电车一日乘车券付き「紙絵馬」引換券,0.926,1.0,1.0,False,False
okaden94,サマーキッズパス,サマー儿童通票,0.714,0.533,1.0,True,True
mizushima01,1日乗り放題乗車券,1日无限乘坐乘车券,1.0,1.0,1.0,False,False
ibara12,スーパーホリデーパス,超级假日通票,1.0,0.65,1.0,False,False
ibara91,井原線１日乗り放題切符,井原線1日无限乘坐车票,1.0,0.65,1.0,False,False
astrum01,一日乗車券,一日乘车券,1.0,1.0,1.0,False,False
astrum11,サンフレッチェ応援乗車券,サンフレッチェ应援乘车券,0.417,1.0,1.0,True,False
hiroden01,電車一日乗車券,電車一日乘车券,1.0,1.0,1.0,False,False
hiroden03,広電電車乗車券,広電電車乘车券,1.0,1.0,1.0,False,False
hiroden02,一日乗車乗船券,一日乗車乗船券,1.0,0.826,1.0,False,False
hiroden04,広電電車乗車乗船券,広電電車乗車乗船券,1.0,1.0,1.0,False,False
hiroshima01,広島たびパス(紙チケット),广岛旅游行通票(紙票),1.0,0.611,1.0,False,False
hiroshima02,広島たびパス(デジタルチケット),广岛旅游行通票(电子票),1.0,0.639,1.0,False,False
hiroshima08,広島たびパス(ミドルエリア),广岛旅游行通票(ミドル区域),0.786,0.495,1.0,True,True
hiroden07,デジタルシティパス,电子シティ通票,0.571,1.0,1.0,True,False
nishikigawa01,１日フリーきっぷ,1日免费乘车通票,1.0,0.917,1.0,False,False
jrsikoku01,四国フリーきっぷ,四国免费乘车通票,1.0,1.0,1.0,False,False
jrsikoku02,四国グリーン紀行,四国グリーン紀行,0.625,1.0,1.0,True,False
jrsikoku11,四万十・宇和海フリーきっぷ,四万十・宇和海免费乘车通票,1.0,1.0,1.0,False,False
jrsikoku08,ことでん・JRくるり〜んきっぷ,琴电・JRくるり〜ん车票,0.667,1.0,1.0,True,False
jrsikoku13,内子・大洲町並散策１日パス,内子・大洲町並散策1日通票,1.0,1.0,1.0,False,False
jrsikoku03,週末乗り放題きっぷ,週末无限乘坐车票,1.0,1.0,1.0,False,False
jrsikoku16,四国再発見早トクきっぷ,四国再発見早トク车票,0.8,1.0,1.0,True,False
jrsikoku06,バースデイきっぷ,バース日车票,0.667,0.799,1.0,True,False
jrsikoku87,徳島・室戸・高知55フリーきっぷ,德岛・室戸・高知55免费乘车通票,1.0,0.675,1.0,False,False
