チケットID,チケット名,運営会社,全運営会社,会社数,联名フラグ,地域コード,地域,地域(中),跨地域,発売タイプコード,発売タイプ,発売タイプ(中),媒体,紙チケット,スマホチケット,発売状況コード,発売状況図例,発売開始,発売終了,大人料金,小人料金,最低料金,料金,有効期間,有効日数,発売期間,利用期間,フリー区間,区間地図,利用可能設備,制限事項,制限数,発売箇所,問合せ,備考,公式URL,公式リンク,拡張項目,詳細URL,保存ファイル,表示順,取得日時,タイトル,発売数量,申込期間,申込場所,元索引
nose73,のせでん1dayパス,能勢電鉄,['能勢電鉄'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,〜2027/3/31,,2027/3/31,800,,800,大人：800円／小人：---円,１日間,1,2025年10月1日〜2026年3月31日,2025年10月1日〜2026年4月30日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nose72.gif'],,[],0,スルッとQRtto,能勢電鉄：,,https://noseden.hankyu.co.jp/upload_file/noseden/information/newsrelease202509161.pdf,"[{'text': '能勢電鉄', 'url': 'https://noseden.hankyu.co.jp/upload_file/noseden/information/newsrelease202509161.pdf'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nose73.htm,nose73.htm,135,2026-08-10 01:30:50.424840+00:00,のせでん1dayパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nose73.htm
nose74,のせでん1dayパス 茜音・藍彩 1 周年記念 ver.,能勢電鉄,['能勢電鉄'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/3/3  〜5/31,2026/3/3,2026/5/31,800,,800,大人：800円／小人：---円,１日間,1,2026年3月3日〜2026年5月31日,2026年3月3日〜2026年5月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nose72.gif'],,['大人1名と小人1名が利用可能'],1,スルッとQRtto,能勢電鉄：,,https://noseden.hankyu.co.jp/ticket/gain_detail/bdbf7a824e305c9.html,"[{'text': '能勢電鉄', 'url': 'https://noseden.hankyu.co.jp/ticket/gain_detail/bdbf7a824e305c9.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nose74.htm,nose74.htm,136,2026-08-10 01:30:50.424840+00:00,のせでん1dayパス 茜音・藍彩 1 周年記念 ver.,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nose74.htm
hansinsanyo,阪神・山陽シーサイドQR 1dayチケット,阪神電気鉄道,['阪神電気鉄道' '神戸高速鉄道' '山陽電気鉄道'],3,TRUE,kinki,近畿,近畿,['近畿'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,period,〜2027/3/31,,2027/3/31,2350,,2350,"磁気券 大人：2,450円 
 ＱＲ券 大人：2,350円",１日間,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年4月30日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hanshinsanyo.gif'],,[],0,"磁気券 ＱＲ券 
 阪神電鉄 － スルッとQRtto 
 神戸高速鉄道 － 
 山陽電鉄 板宿,須磨,垂水,明石,東二見,高砂,大塩,飾磨,姫路,網干 
 ご案内センター(明石)",,,https://www.sanyo-railway.co.jp/railway/untin/ticket02.html,"[{'text': '山陽電気鉄道', 'url': 'https://www.sanyo-railway.co.jp/railway/untin/ticket02.html'}
 {'text': '阪神電気鉄道', 'url': 'https://www.hanshin.co.jp/ticket/otoku/detail/004419.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hansinsanyo.htm,hansinsanyo.htm,139,2026-08-10 01:30:50.424840+00:00,阪神・山陽シーサイド1dayチケット 阪神・山陽シーサイドQR 1dayチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hansinsanyo.htm
sanyo12,阪神・明石市内QR 1dayチケット,阪神電気鉄道,['阪神電気鉄道' '神戸高速鉄道' '山陽電気鉄道'],3,TRUE,kinki,近畿,近畿,['近畿'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,period,〜2027/3/31,,2027/3/31,1750,,1750,"磁気券 大人：1,900円 
 ＱＲ券 大人：1,750円",１日間,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年4月30日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/sanyo12.gif'],,[],0,"磁気券 ＱＲ券 
 阪神電鉄 － スルッとQRtto 
 神戸高速鉄道 － 
 山陽電鉄 大蔵谷〜西二見の各駅券売機 
 西代,板宿,東須磨,須磨,垂水,明石,東二見の各駅 
 板宿,垂水,明石,東二見の各定期券発売所,ご案内センター（明石）","阪神電気鉄道 運輸部営業課 TEL:06-6457-2258 
 神戸高速鉄道 運輸部営業課 TEL:078-351-0884 
 山陽電気鉄道 鉄道営業部営業課 TEL:078-941-7556 
 ご案内センター(明石) TEL:078-913-2880",,http://www.sanyo-railway.co.jp/railway/untin/ticket04.html,"[{'text': '山陽電気鉄道', 'url': 'http://www.sanyo-railway.co.jp/railway/untin/ticket04.html'}
 {'text': '阪神電気鉄道', 'url': 'https://www.hanshin.co.jp/ticket/otoku/detail/004418.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo12.htm,sanyo12.htm,140,2026-08-10 01:30:50.424840+00:00,阪神・明石市内1dayチケット 阪神・明石市内QR 1dayチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo12.htm
sanyo11,三宮・明石市内QR 1dayチケット,阪神電気鉄道,['阪神電気鉄道' '神戸高速鉄道' '山陽電気鉄道'],3,TRUE,kinki,近畿,近畿,['近畿'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,period,〜2027/3/31,,2027/3/31,1120,,1120,"磁気券 大人：1,200円 
 ＱＲ券 大人：1,120円",１日間,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年4月30日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/sanyo11.gif'],,[],0,"磁気券 ＱＲ券 
 阪神電鉄 － スルッとQRtto 
 神戸高速鉄道 － 
 山陽電鉄 大蔵谷〜西二見の各駅券売機 
 西代,板宿,東須磨,須磨,垂水,明石,東二見の各駅 
 板宿,垂水,明石,東二見の各定期券発売所,ご案内センター（明石）","阪神電気鉄道 運輸部営業課 TEL:06-6457-2258 
 神戸高速鉄道 運輸部営業課 TEL:078-351-0884 
 山陽電気鉄道 鉄道営業部営業課 TEL:078-941-7556/ご案内センター(明石) TEL:078-913-2880",,http://www.sanyo-railway.co.jp/railway/untin/ticket03.html,"[{'text': '山陽電気鉄道', 'url': 'http://www.sanyo-railway.co.jp/railway/untin/ticket03.html'}
 {'text': '阪神電気鉄道', 'url': 'https://www.hanshin.co.jp/ticket/otoku/detail/004416.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo11.htm,sanyo11.htm,141,2026-08-10 01:30:50.424840+00:00,三宮・明石市内1dayチケット 三宮・明石市内QR 1dayチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo11.htm
sanhime,三宮・姫路QR 1dayチケット,阪神電気鉄道,['阪神電気鉄道' '神戸市交通局' '神戸高速鉄道' '山陽電気鉄道'],4,TRUE,kinki,近畿,近畿,['近畿'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,period,〜2027/3/31,,2027/3/31,1590,,1590,"磁気券 大人：1,700円 
 ＱＲ券 大人：1,590円",１日間,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年4月30日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/sanhime1.gif'],,[],0,"磁気券 ＱＲ券 
 神戸市交通局 新神戸・三宮 スルッとQRtto 
 阪神電鉄 － 
 神戸高速鉄道 － 
 山陽電鉄 播磨町〜山陽姫路,西飾磨〜山陽網干の各駅券売機 
 西代,板宿,東須磨,須磨,垂水,明石,東二見,高砂,大塩,飾磨,姫路,網干の各駅 
 板宿,垂水,明石,東二見,高砂,飾磨,姫路の各定期券発売所,ご案内センター（明石）","山陽電気鉄道 鉄道営業部営業課：078-941-7556 
 
山陽電気鉄道 ご案内センター（明石）：078-913-2880 
 神戸高速鉄道 運輸部営業課：078-351-0884",,http://www.sanyo-railway.co.jp/railway/untin/ticket01.html,"[{'text': '山陽電気鉄道', 'url': 'http://www.sanyo-railway.co.jp/railway/untin/ticket01.html'}
 {'text': '阪神電気鉄道', 'url': 'https://www.hanshin.co.jp/ticket/otoku/#hyogo'}
 {'text': '神戸市交通局', 'url': 'https://kotsu.city.kobe.lg.jp/ensen-navi/bus-railway/sannomiya-himeji/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanhime.htm,sanhime.htm,143,2026-08-10 01:30:50.424840+00:00,三宮・姫路1dayチケット 三宮・姫路QR 1dayチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanhime.htm
sanyo95,神戸マラソン1dayチケット,阪神電気鉄道,['阪神電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,ended,終了,,,600,,600,大人：600円,1日間,1,2019年11月1日〜2019年11月17日,2019年11月1日〜2019年11月17日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/sanyo95.gif'],,[],0,"山陽電気鉄道：西代,板宿,東須磨,山陽須磨,山陽垂水,山陽明石の各駅
 
 阪神電車サービスセンター（神戸三宮）,「神戸マラソン EXPO 2019」会場","山陽電気鉄道 鉄道営業部営業課 TEL:078-941-5132 
 山陽電車ご案内センター(明石) TEL:078-913-2880",,http://www.sanyo-railway.co.jp/railway/topics/detail.html?topics_id=1727,"[{'text': '山陽電気鉄道', 'url': 'http://www.sanyo-railway.co.jp/railway/topics/detail.html?topics_id=1727'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo95.htm,sanyo95.htm,150,2026-08-10 01:30:50.424840+00:00,神戸マラソン1dayチケット,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo95.htm
hanshin93,リアル謎解きゲーム ナゾときっぷ(阪神編),阪神電気鉄道,['阪神電気鉄道'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/3/16  〜12/25,2026/3/16,2026/12/25,2700,,2700,"大人：2,700円",１日,1,2026年3月14日〜2026年12月25日,2026年3月14日〜2026年12月25日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hanshin91.gif'],,[],0,スルッとQRtto,阪急電鉄交通ご案内センター TEL:0570-089-500 (9:00〜19:00),,https://www.hanshin.co.jp/ticket/otoku/detail/005038.html,"[{'text': '阪神電気鉄道', 'url': 'https://www.hanshin.co.jp/ticket/otoku/detail/005038.html'}
 {'text': 'イベント公式ページ', 'url': 'https://nazotoki-zepets.com/nazotokippu2026/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hanshin93.htm,hanshin93.htm,151,2026-08-10 01:30:50.424840+00:00,リアル謎解きゲーム ナゾときっぷ(阪神編),不明,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hanshin93.htm
kobe11,神戸周遊パス,阪神電気鉄道,['阪神電気鉄道' '神戸新交通' '神戸市交通局' '神戸電鉄' '神戸高速鉄道' '山陽電気鉄道'],6,TRUE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,3000,,3000,"大人：3,000円",１日,1,2025年4月25日〜2025年10月31日,2025年4月25日〜2025年10月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kobe11.gif'],,[],0,スルッとQRtto,株式会社スルッとKANSAI：06-7730-9171,,https://www.feel-kobe.jp/tickets/神戸周遊パス/,"[{'text': '神戸公式観光サイト', 'url': 'https://www.feel-kobe.jp/tickets/神戸周遊パス/'}
 {'text': '阪神電気鉄道', 'url': 'https://www.hanshin.co.jp/ticket/otoku/detail/004503.html'}
 {'text': '神戸市交通局', 'url': 'https://kotsu.city.kobe.lg.jp/ensen-navi/bus-railway/kobe-shuyu/'}
 {'text': '神戸新交通', 'url': 'https://www.knt-liner.co.jp/ticketinfo/8105/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kobe11.htm,kobe11.htm,152,2026-08-10 01:30:50.424840+00:00,神戸周遊パス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kobe11.htm
hanshin72,ポートライナー・阪神24時間パス,阪神電気鉄道,['阪神電気鉄道' '神戸新交通'],2,TRUE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/4/1  〜2027/3/31,2026/4/1,2027/3/31,1500,,1500,"大人：1,500円／小人：---",利用開始から24時間,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hanshin72.gif'],,[],0,スルッとQRtto,"阪神電気鉄道・運輸部営業課 TEL:06-6457-2258 
 神戸新交通 TEL:0570-003222",,https://www.hanshin.co.jp/ticket/otoku/detail/004603.html,"[{'text': '阪神電気鉄道', 'url': 'https://www.hanshin.co.jp/ticket/otoku/detail/004603.html'}
 {'text': '神戸新交通', 'url': 'https://www.knt-liner.co.jp/ticketinfo/8562/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hanshin72.htm,hanshin72.htm,153,2026-08-10 01:30:50.424840+00:00,ポートライナー・阪神24時間パス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hanshin72.htm
sanyo91,山陽・高速 新春全線1dayパス,阪神電気鉄道,['阪神電気鉄道' '神戸高速鉄道' '山陽電気鉄道'],3,TRUE,kinki,近畿,近畿,['近畿'],winter,年末年始限定タイプ,年末年初限定,['実券'],TRUE,FALSE,ended,終了,,,1200,,1200,"大人：1,200円",1日間,1,2025年12月20日〜2026月1月3日,2025年12月31日〜2026月1月3日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/sanyo91.gif'],,[],0,"神戸高速鉄道 高速神戸,新開地,高速長田 
 山陽電鉄 西代,板宿,東須磨,須磨,垂水,明石,東二見,高砂,大塩,飾磨,姫路,網干 
 ご案内センター（明石） 
 山陽電車定期券発売所 板宿,垂水,明石,東二見,高砂,飾磨,姫路 
 阪神電鉄 阪神三宮(サービスセンター)","神戸高速鉄道 運輸部営業課 TEL:078-351-0884 
 山陽電気鉄道 鉄道営業部営業課 TEL:078-941-7556/ご案内センター(明石) TEL:078-913-2880",,https://www.sanyo-railway.co.jp/railway/untin/newyear1day2026.html,"[{'text': '山陽電気鉄道', 'url': 'https://www.sanyo-railway.co.jp/railway/untin/newyear1day2026.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo91.htm,sanyo91.htm,156,2026-08-10 01:30:50.424840+00:00,山陽・高速 新春全線1dayパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sanyo91.htm
osaka03,エンジョイエコカード,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,620,310,310,"平日 大人：820円／小人：310円 
 土休日 大人：620円／小人：310円",１日間,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osaka01.gif'],,"['夢洲駅は乗降不可' 'IKEA鶴浜行,ユニバーサル・スタジオ・ジャパン行バス,オンデマンドバス,森之宮・京橋周遊バスは利用不可']",2,"券売機、定期券発売所,駅構内売店",大阪市高速電気軌道 TEL:06-6585-6229,,https://subway.osakametro.co.jp/guide/page/enjoy-eco.php,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/guide/page/enjoy-eco.php'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osaka03.htm,osaka03.htm,157,2026-08-10 01:30:50.424840+00:00,エンジョイエコカード,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osaka03.htm
osaka04,Osaka Metro・大阪シティバス1日乗車券,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,〜2027/3/31,,2027/3/31,620,310,310,"平日 大人：820円／小人：310円 
 土休日 大人：620円／小人：310円",１日間,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osaka01.gif'],,"['夢洲駅は乗降不可' 'IKEA鶴浜行,ユニバーサル・スタジオ・ジャパン行バス,オンデマンドバス,森之宮・京橋周遊バスは利用不可']",2,"平日用： e METRO スルッとQRtto 
 休日用： e METROアプリ スルッとQRtto",大阪市高速電気軌道 TEL:06-6585-6229,,https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#onedaypass,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#onedaypass'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osaka04.htm,osaka04.htm,160,2026-08-10 01:30:50.424840+00:00,Osaka Metro・大阪シティバス 1日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osaka04.htm
osakametoro92,1日乗車券シニア,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券' 'デジタル'],TRUE,TRUE,ended,終了,,,670,,670,大人：670円,1日,1,2025年10月14日〜2025年12月26日,2025年10月14日〜2025年12月26日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakametoro01.gif'],,"['70歳以上(購入時に年齢が確認できる公的証明書等(健康保険証,運転免許証など)の提示が必要)'
 'IKEA鶴浜行バス,ユニバーサル・スタジオ・ジャパン行バス,空港バス,オンデマンドバスは利用不可']",2,"Osaka Metro 
 定期券発売所 梅田,なんば,天王寺 
 Osaka Metro 
 駅長室 御堂筋線：江坂,北花田,新金岡,なかもず 
 
谷町線：大日,守口,太子橋今市,八尾南 
 
中央線：高井田,長田 
 
長堀鶴見緑地線：門真南 
 
今里筋線：太子橋今市 
 
 Osaka Metro 
 案内窓口 新大阪案内カウンター 
 e METROアプリ",Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://subway.osakametro.co.jp/news/news_release/20250924_1day_pass_senior.php,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/news/news_release/20250924_1day_pass_senior.php'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro92.htm,osakametoro92.htm,162,2026-08-10 01:30:50.424840+00:00,1日乗車券シニア,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro92.htm
osakametoro94,Osaka Metro 26時間券,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2025/10/14  〜2026/9/30,2025/10/14,2026/9/30,1000,500,500,"大人：1,000円／小人：500円",利用開始後26時間,,2025年10月14日〜2026年9月30日,購入日から30日以内,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakametoro01.gif'],,['いまざとライナーは利用不可'],1,"e METROアプリ 
 
 スルッとQRttoサイト",Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#jikanken,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#jikanken'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro94.htm,osakametoro94.htm,163,2026-08-10 01:30:50.424840+00:00,Osaka Metro 26時間券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro94.htm
osakametoro95,Osaka Metro 48時間券,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2025/10/14  〜2026/9/30,2025/10/14,2026/9/30,1700,850,850,"大人：1,700円／小人：850円",利用開始後48時間,,2025年10月14日〜2026年9月30日,購入日から30日以内,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakametoro01.gif'],,['いまざとライナーは利用不可'],1,"e METROアプリ 
 
 スルッとQRttoサイト",Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#jikanken,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#jikanken'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro95.htm,osakametoro95.htm,164,2026-08-10 01:30:50.424840+00:00,Osaka Metro 48時間券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro95.htm
osakametoro96,Osaka Metro ＆ 北大阪急行1日乗車券,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)' '北大阪急行電鉄'],2,TRUE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2026/4/1  〜2027/3/31,2026/4/1,2027/3/31,1500,,1500,"大人：1,500円",１日間,1,2026年4月1日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakametoro96.gif'],,['いまざとライナーは利用不可'],1,"e METROアプリ 
 
 スルッとQRtto",Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#kitakyu_train_pass,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#kitakyu_train_pass'}
 {'text': '北大阪急行電鉄', 'url': 'https://www.kita-kyu.co.jp/train/ticket/value/#plan_digital'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro96.htm,osakametoro96.htm,165,2026-08-10 01:30:50.424840+00:00,Osaka Metro ＆ 北大阪急行1日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro96.htm
osakametoro51,ひらパーGo!Go!チケット(Osaka Metro版),大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2025/3/20  〜2027/3/31,2025/3/20,2027/3/31,2660,1380,1380,"大人：2,660円／小人：1,380円",１日間,1,2026年3月20日〜2027年3月31日,2026年4月1日〜2027年3月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakametoro51.gif'],,['いまざとライナーは利用不可'],1,スルッとQRtto,Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#hirapa,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/guide/fare/category_digital_tickets/digital_tickets/digital_joshaken.php#hirapa'}
 {'text': '北大阪急行電鉄', 'url': 'https://www.kita-kyu.co.jp/train/ticket/value/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro51.htm,osakametoro51.htm,169,2026-08-10 01:30:50.424840+00:00,ひらパーGo!Go!チケット【Osaka Metro版】,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro51.htm
osakametoro98,「2つの世界と2匹の物語」１日乗車券,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,period,2026/6/26  〜2027/1/31,2026/6/26,2027/1/31,2800,,2800,"大人：2,800円／小人：---円",利用開始後26時間,,2026年6月27日〜2027年1月31日,2026年6月27日〜2027年1月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakametoro01.gif'],,['いまざとライナーは利用不可'],1,"定期券発売所(なんば,天王寺の各駅),案内カウンター(新大阪駅),駅構内ローソン売店(12店舗)",Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://subway.osakametro.co.jp/news/news/other/20260624_2_worlds_2_animals.php?_ga=2.106512259.1617438004.1785061804-750010525.1783783624&_gl=1*10btscu*_gcl_au*ODIyMzY4Mzg5LjE3ODM3ODM2MjQ.*_ga*NzUwMDEwNTI1LjE3ODM3ODM2MjQ.*_ga_LT5TV95QB9*czE3ODUwNjE4MDMkbzMkZzEkdDE3ODUwNjIwODUkajI3JGwwJGgw,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/news/news/other/20260624_2_worlds_2_animals.php?_ga=2.106512259.1617438004.1785061804-750010525.1783783624&_gl=1*10btscu*_gcl_au*ODIyMzY4Mzg5LjE3ODM3ODM2MjQ.*_ga*NzUwMDEwNTI1LjE3ODM3ODM2MjQ.*_ga_LT5TV95QB9*czE3ODUwNjE4MDMkbzMkZzEkdDE3ODUwNjIwODUkajI3JGwwJGgw'}
 {'text': '特設サイト', 'url': 'https://huntersvillage.jp/quest/osakametro'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro98.htm,osakametoro98.htm,170,2026-08-10 01:30:50.424840+00:00,「2つの世界と2匹の物語」１日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro98.htm
osakametoro83,映画『8番出口』Osaka Metro 脱出ゲーム謎解きキット1日乗車券,大阪市高速電気軌道 (大阪メトロ),['大阪市高速電気軌道 (大阪メトロ)'],1,FALSE,kinki,近畿,近畿,['近畿'],kikan,期間限定タイプ,期间限定,['実券'],TRUE,FALSE,ended,終了,,,2800,,2800,"大人：2,800円",１日間,1,2026年6月26日〜2027年1月31日,2026年6月26日〜2027年1月31日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osaka01.gif'],,"['いまざとライナー乗車可' 'IKEA鶴浜行バス及びユニバーサル・スタジオ・ジャパンTM行バス,オンデマンドバス,森之宮・京橋周遊バスを除く']",2,"Osaka Metro定期券発売所(梅田,なんば,天王寺) 
 
Osaka Metro案内カウンター(新大阪) 
 駅構内ローソン売店(12店舗)",大阪市高速電気軌道：Osaka Metro・シティバスお客さまセンター TEL:050-3355-8208,,https://subway.osakametro.co.jp/news/news/other/20260624_2_worlds_2_animals.php,"[{'text': '大阪市高速電気軌道', 'url': 'https://subway.osakametro.co.jp/news/news/other/20260624_2_worlds_2_animals.php'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro83.htm,osakametoro83.htm,171,2026-08-10 01:30:50.424840+00:00,2つの世界と2匹の物語 謎解きキット1日乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakametoro83.htm
